Title,Product Link,Image URL,Rating,Ratings & Reviews,Price,Original Price,Discount,Key Features,Exchange Offer,Bank Offer,Timestamp
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/128 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0413 ...,https://www.flipkart.com/asus-chromebook-intel-celeron-dual-core-n4500-4-gb-128-gb-emmc-storage-chrome-os-cx1500cka-nj0413/p/itmc1d20ec9ce589?pid=COMGSHM3XZGQ5MGT&lid=LSTCOMGSHM3XZGQ5MGTME70B6&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_14_327&otracker=search&fm=organic&iid=en_a6MlUbMHObUrmxj0jYon98GfjFyq1MYaEtGEbEpCZwhd1X-fdkpuXT--PKkll1DckwBWtDy979jBbv7RAr_lCEhz9c-MSIoFe8xMxkfU6dM%3D&ppt=sp&ppn=sp&ssid=aflensk6ao0000001753105341726&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/n/3/cx1500cka-ej0275-chromebook-asus-original-imah2mw8nykenzdx.jpeg?q=70,3.8,"3,084 Ratings & 273 Reviews","₹16,990","₹32,990",48% off,"['Intel Celeron Dual Core Processor', '4 GB LPDDR4X RAM', 'Chrome Operating System', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:12:29
Lenovo Yoga Slim 7 Qualcomm Snapdragon X Plus - (32 GB/1 TB SSD/Windows 11 Home) Yoga Slim 7 14Q8X9 Th...,https://www.flipkart.com/lenovo-yoga-slim-7-qualcomm-snapdragon-x-plus-32-gb-1-tb-ssd-windows-11-home-14q8x9-thin-light-laptop/p/itm54e8de57bb730?pid=COMH9C7XFM6KJGJK&lid=LSTCOMH9C7XFM6KJGJKPVFXIG&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_14_328&otracker=search&fm=organic&iid=en_a6MlUbMHObUrmxj0jYon98GfjFyq1MYaEtGEbEpCZwgJBxjx9ECOueIv7QCInwo8QySfEeX1lX5pUmSntF2rdvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=aflensk6ao0000001753105341726&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/p/m/-original-imah3ytgpzvxyt7b.jpeg?q=70,,,"₹1,29,190","₹1,95,890",34% off,"['Qualcomm Snapdragon X Plus Processor', '32 GB LPDDR5X RAM', 'Windows 11 Home Operating System', '1 TB SSD', '36.83 cm (14.5 Inch) Touchscreen Display', 'Office Home 2024', '1 Year On-Site Warranty']",,Bank Offer,2025-07-21 19:12:29
HP Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0025TU Thin and Light Lapto...,https://www.flipkart.com/hp-intel-core-i7-13th-gen-13620h-16-gb-512-gb-ssd-windows-11-home-15-fr0025tu-thin-light-laptop/p/itm2dfbf31961037?pid=COMHDFUWWFF77NQC&lid=LSTCOMHDFUWWFF77NQCSDJFTX&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_14_329&otracker=search&fm=organic&iid=6142c46d-6bd7-4073-ae53-36a1447019ce.COMHDFUWWFF77NQC.SEARCH&ppt=sp&ppn=sp&ssid=aflensk6ao0000001753105341726&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/t/u/-original-imahdxrfymmfsjnv.jpeg?q=70,4.1,9 Ratings & 1 Reviews,"₹70,990","₹77,507",8% off,"['Intel Core i7 Processor (13th Gen)', '16 GB DDR4 RAM', 'Windows 11 Home Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:12:29
HP Intel Core N N200 - (8 GB/128 GB/Chrome OS) 14a-nf0016TU Chromebook,https://www.flipkart.com/hp-intel-core-n-n200-8-gb-128-gb-chrome-os-14a-nf0016tu-chromebook/p/itm8b58b407a722f?pid=COMH2V5YQA4DCEGK&lid=LSTCOMH2V5YQA4DCEGKWBVN9P&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_14_330&otracker=search&fm=organic&iid=6142c46d-6bd7-4073-ae53-36a1447019ce.COMH2V5YQA4DCEGK.SEARCH&ppt=sp&ppn=sp&ssid=aflensk6ao0000001753105341726&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/r/a/-original-imah39ghwnvfyjgv.jpeg?q=70,,,"₹42,419",,,"['Intel Core N Processor', '8 GB LPDDR5 RAM', 'Chrome Operating System', '35.56 cm (14 Inch) Touchscreen Display', '1 Year Onsite Warranty']","Upto 
₹25,000
 Off on Exchange",Bank Offer,2025-07-21 19:12:29
Lenovo 100e Chromebook Gen 4 MediaTek MediaTek Kompanio 528 - (4 GB/64 GB EMMC Storage/Chrome OS) 82W0...,https://www.flipkart.com/lenovo-100e-chromebook-gen-4-mediatek-kompanio-528-4-gb-64-gb-emmc-storage-chrome-os-82w0001dha/p/itm37ef89935fcd5?pid=COMHA9FKZ7KSC3SZ&lid=LSTCOMHA9FKZ7KSC3SZ6YMQQQ&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_14_331&otracker=search&fm=organic&iid=en_a6MlUbMHObUrmxj0jYon98GfjFyq1MYaEtGEbEpCZwj-nUc8uZOT6qBOs608S4N-g3hfFs1dODdYTdr4m5lH8mVkv0XZFiOX7bbXdlao_f8%3D&ppt=sp&ppn=sp&ssid=aflensk6ao0000001753105341726&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/5/f/c/-original-imahd3zwben2yanx.jpeg?q=70,3.8,187 Ratings & 17 Reviews,"₹10,499","₹37,690",72% off,"['MediaTek MediaTek Kompanio 528 Processor', '4 GB LPDDR4X RAM', 'Chrome Operating System', '29.46 cm (11.6 Inch) Display', '1 Year Carry-in Warranty']","Upto 
₹9,400
 Off on Exchange",Bank Offer,2025-07-21 19:12:30
Lenovo Chromebook MediaTek Kompanio 520 - (4 GB/128 GB EMMC Storage/Chrome OS) 14M868 Chromebook,https://www.flipkart.com/lenovo-chromebook-mediatek-kompanio-520-4-gb-128-gb-emmc-storage-chrome-os-14m868/p/itm4dc67999fe3de?pid=COMGSYYSHRSUEGMG&lid=LSTCOMGSYYSHRSUEGMGL82DZU&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_14_332&otracker=search&fm=organic&iid=en_a6MlUbMHObUrmxj0jYon98GfjFyq1MYaEtGEbEpCZwgv72FeTU8C4NPpZVImJBPvOdYS8Dyvo8CnDyBCsG3EbPcUmN_6PwCReg_VTM4VLxo%3D&ppt=sp&ppn=sp&ssid=aflensk6ao0000001753105341726&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/6/g/-original-imagy3tzbj3xgvu4.jpeg?q=70,3.8,"2,202 Ratings & 197 Reviews","₹13,990","₹28,690",51% off,"['MediaTek Kompanio 520 Processor', '4 GB LPDDR4X RAM', 'Chrome Operating System', '35.56 cm (14 Inch) Display', '1 Year Carry-in Warranty']","Upto 
₹11,500
 Off on Exchange",Bank Offer,2025-07-21 19:12:30
HP Pavilion Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home) 15-EG3017TU Thin and Light...,https://www.flipkart.com/hp-pavilion-intel-core-i5-13th-gen-1335u-16-gb-1-tb-ssd-windows-11-home-15-eg3017tu-thin-light-laptop/p/itma1d01151f1fff?pid=COMHCYN9UHMSHP7Y&lid=LSTCOMHCYN9UHMSHP7YFFZCUS&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_14_333&otracker=search&fm=organic&iid=6142c46d-6bd7-4073-ae53-36a1447019ce.COMHCYN9UHMSHP7Y.SEARCH&ppt=sp&ppn=sp&ssid=aflensk6ao0000001753105341726&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/l/g/r/15-eg3017tu-thin-and-light-laptop-hp-original-imahd2p4bwvwfsmn.jpeg?q=70,,,"₹67,990","₹84,835",19% off,"['Intel Core i5 Processor (13th Gen)', '16 GB DDR4 RAM', 'Windows 11 Home Operating System', '1 TB SSD', '39.62 cm (15.6 inch) Display', 'MS Office H&S 2021', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:12:30
HP 245 G9 (2025) AMD Ryzen 3 Dual Core 3250U - (16 GB/512 GB SSD/Windows 11 Pro) 245 G9 Thin and Light...,https://www.flipkart.com/hp-245-g9-2025-amd-ryzen-3-dual-core-3250u-16-gb-512-gb-ssd-windows-11-pro-thin-light-laptop/p/itmffa014f55eff9?pid=COMHCKBQDMM3HPVH&lid=LSTCOMHCKBQDMM3HPVH0JKP38&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_14_334&otracker=search&fm=organic&iid=6142c46d-6bd7-4073-ae53-36a1447019ce.COMHCKBQDMM3HPVH.SEARCH&ppt=sp&ppn=sp&ssid=aflensk6ao0000001753105341726&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/q/b/245-g9-thin-and-light-laptop-hp-original-imahckbqgfwtarg9.jpeg?q=70,3.3,3 Ratings & 1 Reviews,"₹27,990","₹50,990",45% off,"['AMD Ryzen 3 Dual Core Processor', '16 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 inch) Display', 'Microsoft Office 2021, Windows 11 Pro', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:12:30
HP Intel Core N N100 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-nf0014TU Chromebook,https://www.flipkart.com/hp-intel-core-n-n100-4-gb-64-gb-emmc-storage-chrome-os-14a-nf0014tu-chromebook/p/itm8b58b407a722f?pid=COMH2V5YHWJSFGQP&lid=LSTCOMH2V5YHWJSFGQPAFNH7A&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_14_335&otracker=search&fm=organic&iid=6142c46d-6bd7-4073-ae53-36a1447019ce.COMH2V5YHWJSFGQP.SEARCH&ppt=sp&ppn=sp&ssid=aflensk6ao0000001753105341726&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/4/m/-original-imah39gharcmznqx.jpeg?q=70,,,"₹29,990","₹33,935",11% off,"['Intel Core N Processor', '4 GB LPDDR5 RAM', 'Chrome Operating System', '35.56 cm (14 Inch) Display', '1 Year Onsite Warranty']","Upto 
₹25,000
 Off on Exchange",Bank Offer,2025-07-21 19:12:31
HP VICTUS 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,https://www.flipkart.com/hp-victus-15-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-4gb-graphics-card-15-fa0555tx-gaming-laptop/p/itm37d4e3cd4f62e?pid=COMGPYFDUWSFWKWR&lid=LSTCOMGPYFDUWSFWKWRSIJPUA&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_14_336&otracker=search&fm=organic&iid=6142c46d-6bd7-4073-ae53-36a1447019ce.COMGPYFDUWSFWKWR.SEARCH&ppt=sp&ppn=sp&ssid=aflensk6ao0000001753105341726&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/e/p/-original-imahcd9naezqurfg.jpeg?q=70,4.3,244 Ratings & 27 Reviews,"₹73,550","₹93,999",21% off,"['Intel Core i5 Processor (12th Gen)', '16 GB DDR4 RAM', 'Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', '1 Year Warranty']",,Bank Offer,2025-07-21 19:12:31
Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 - (4 GB/32 GB EMMC Storage/Chrome OS) 82W00004HA Ch...,https://www.flipkart.com/lenovo-100e-chromebook-gen-4-mediatek-kompanio-520-4-gb-32-gb-emmc-storage-chrome-os-82w00004ha/p/itm1ae5f82096ad9?pid=COMHA9FK8YXVUUWA&lid=LSTCOMHA9FK8YXVUUWAR749MF&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_15_337&otracker=search&fm=organic&iid=en_jEKNi-zwTylmH8MjMd_V8gDlt51jZIn3WUjpSUhWICq34-lyugu9N6kTbAUGE36z7NGitmIv19gMwKdvIp7F104IsYyWu-Pj9cxFjFAoaLk%3D&ppt=sp&ppn=sp&ssid=iive55xd3k0000001753105352535&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/5/f/c/-original-imahd3zwben2yanx.jpeg?q=70,3.9,346 Ratings & 33 Reviews,"₹9,499","₹16,298",41% off,"['MediaTek Kompanio 520 Processor', '4 GB LPDDR4X RAM', 'Chrome Operating System', '29.46 cm (11.6 Inch) Display', '1 Year Carry-in Warranty']","Upto 
₹8,700
 Off on Exchange",Bank Offer,2025-07-21 19:12:35
Primebook 4G Android Based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) 4G Thin and Light Lap...,https://www.flipkart.com/primebook-4g-android-based-mediatek-mt8788-4-gb-128-gb-emmc-storage-prime-os-thin-light-laptop/p/itmfd3a315fce1d5?pid=COMGH2NKUSYTW4HN&lid=LSTCOMGH2NKUSYTW4HNXSJOUK&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_15_338&otracker=search&fm=organic&iid=en_jEKNi-zwTylmH8MjMd_V8gDlt51jZIn3WUjpSUhWICoVdamojFrQZde43nwvnZ8UWXTTbOhYrbKL7-5tST0Nvw%3D%3D&ppt=sp&ppn=sp&ssid=iive55xd3k0000001753105352535&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/y/a/-original-imagttg9tykbzg3u.jpeg?q=70,4.2,"2,011 Ratings & 562 Reviews","₹16,990","₹27,990",39% off,"['MediaTek MT8788 Processor', '4 GB LPDDR4 RAM', 'Prime OS Operating System', '29.46 cm (11.6 Inch) Display', '1 Year Pick and Drop Warranty']",,Bank Offer,2025-07-21 19:12:36
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fa1099tx-gaming-laptop/p/itm3ef6fdacff19e?pid=COMGYFMDSEKNTNFQ&lid=LSTCOMGYFMDSEKNTNFQVMSJKD&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_15_339&otracker=search&fm=organic&iid=1865bd0c-65c3-4bff-815d-f4b237a15720.COMGYFMDSEKNTNFQ.SEARCH&ppt=sp&ppn=sp&ssid=iive55xd3k0000001753105352535&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/a/t/-original-imahcd9jcyktpa38.jpeg?q=70,4.2,238 Ratings & 8 Reviews,"₹65,990","₹84,763",22% off,"['Intel Core i5 Processor (12th Gen)', '16 GB DDR4 RAM', 'Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', '1 Year Onsite warranty']",,Bank Offer,2025-07-21 19:12:36
HP AMD Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1560AU Thin and Light Laptop,https://www.flipkart.com/hp-amd-ryzen-3-dual-core-3250u-8-gb-512-gb-ssd-windows-11-home-15s-eq1560au-thin-light-laptop/p/itmc90bbc71e2d24?pid=COMGGFZHCHFBCHXX&lid=LSTCOMGGFZHCHFBCHXXMRJGVJ&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_15_340&otracker=search&fm=organic&iid=1865bd0c-65c3-4bff-815d-f4b237a15720.COMGGFZHCHFBCHXX.SEARCH&ppt=sp&ppn=sp&ssid=iive55xd3k0000001753105352535&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/1/o/-original-imahcd99cfduwz54.jpeg?q=70,4.3,"4,144 Ratings & 410 Reviews","₹31,990","₹45,990",30% off,"['AMD Ryzen 3 Dual Core Processor', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:12:36
HP Chromebook Intel Celeron Dual Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0506TU Chromeb...,https://www.flipkart.com/hp-chromebook-intel-celeron-dual-core-n4120-4-gb-64-gb-emmc-storage-chrome-os-14a-ca0506tu/p/itmb2e03ff1f9366?pid=COMGBHKFAYHEMVAT&lid=LSTCOMGBHKFAYHEMVATTMWBVX&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_15_341&otracker=search&fm=organic&iid=en_jEKNi-zwTylmH8MjMd_V8gDlt51jZIn3WUjpSUhWICrJaIHt_YHyPVsNpagYq4aoDCjsPj5zGuR77J0ugOtXAUKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=sp&ppn=sp&ssid=iive55xd3k0000001753105352535&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/c/f/-original-imah4sspuxggtusq.jpeg?q=70,3.9,"1,931 Ratings & 158 Reviews","₹17,990","₹32,295",44% off,"['Intel Celeron Dual Core Processor', '4 GB LPDDR4 RAM', '64 bit Chrome Operating System', '35.56 cm (14 Inch) Touchscreen Display', '1 Year Onsite Warranty']","Upto 
₹17,000
 Off on Exchange",Bank Offer,2025-07-21 19:12:37
ASUS Chromebook CX14 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1405CKA-NK0...,https://www.flipkart.com/asus-chromebook-cx14-intel-celeron-dual-core-n4500-4-gb-64-gb-emmc-storage-chrome-os-cx1405cka-nk0154/p/itmdf634cde7dec2?pid=COMHDDZ7PYJZSGUZ&lid=LSTCOMHDDZ7PYJZSGUZKERLBX&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_15_342&otracker=search&fm=organic&iid=en_jEKNi-zwTylmH8MjMd_V8gDlt51jZIn3WUjpSUhWIColeGRZFyen3rFlKJMhJnPIxbB5WYMNK_jZ2vyovaMA9Oo15S0a61Wzzbg3qNOknKY%3D&ppt=sp&ppn=sp&ssid=iive55xd3k0000001753105352535&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/2/i/m/-original-imahdh2st3kwr6qc.jpeg?q=70,4.4,5 Ratings & 0 Reviews,"₹14,990","₹32,990",54% off,"['Intel Celeron Dual Core Processor', '4 GB LPDDR4X RAM', 'Chrome Operating System', '35.56 cm (14 Inch) Display', 'MyASUS', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:12:37
HP 14 Intel Core i5 10th Gen 10210U - (8 GB/512 GB SSD/Windows 10 Home) 14-ck2018TU Thin and Light Lap...,https://www.flipkart.com/hp-14-intel-core-i5-10th-gen-10210u-8-gb-512-gb-ssd-windows-10-home-14-ck2018tu-thin-light-laptop/p/itmd402bd7a16929?pid=COMFVD2WVZWBNKZA&lid=LSTCOMFVD2WVZWBNKZARNBHOU&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_15_343&otracker=search&fm=organic&iid=1865bd0c-65c3-4bff-815d-f4b237a15720.COMFVD2WVZWBNKZA.SEARCH&ppt=sp&ppn=sp&ssid=iive55xd3k0000001753105352535&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/3/d/s/-original-imagp7pfuqepbcag.jpeg?q=70,4.3,"2,684 Ratings & 256 Reviews","₹45,990","₹50,098",8% off,"['Intel Core i5 Processor (10th Gen)', '8 GB DDR4 RAM', '64 bit Windows 10 Operating System', '512 GB SSD', '35.56 cm (14 inch) Display', 'HP Documentation, HP SSRM, HP Smart, HP Support Assistant, Microsoft Office Home and Student 2019', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:12:37
HP 14s Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14s-dy2500TU Thin and Light Laptop,https://www.flipkart.com/hp-14s-intel-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-14s-dy2500tu-thin-light-laptop/p/itmd402bd7a16929?pid=COMGYZPAXQRJYJE3&lid=LSTCOMGYZPAXQRJYJE3FVE08Y&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_15_344&otracker=search&fm=organic&iid=1865bd0c-65c3-4bff-815d-f4b237a15720.COMGYZPAXQRJYJE3.SEARCH&ppt=sp&ppn=sp&ssid=iive55xd3k0000001753105352535&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/c/t/-original-imahcd9dhmhgbrvr.jpeg?q=70,4.3,"1,598 Ratings & 198 Reviews","₹34,990","₹43,595",19% off,"['Intel Core i3 Processor (11th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '256 GB SSD', '35.56 cm (14 inch) Display', 'Microsoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart, HP Support Assistant', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:12:37
HP Pavilion Intel Core i5 11th Gen 1155G7 - (16 GB/512 GB SSD/Windows 11 Home) 14-dy1048TU Thin and Li...,https://www.flipkart.com/hp-pavilion-intel-core-i5-11th-gen-1155g7-16-gb-512-gb-ssd-windows-11-home-14-dy1048tu-thin-light-laptop/p/itm899171d7dd511?pid=COMGCNDPJXZUA9HM&lid=LSTCOMGCNDPJXZUA9HMR8KZFS&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_15_345&otracker=search&fm=organic&iid=1865bd0c-65c3-4bff-815d-f4b237a15720.COMGCNDPJXZUA9HM.SEARCH&ppt=sp&ppn=sp&ssid=iive55xd3k0000001753105352535&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/w/q/-original-imahcd9hyzudgcmx.jpeg?q=70,4.2,423 Ratings & 35 Reviews,"₹69,699","₹85,900",18% off,"['Intel Core i5 Processor (11th Gen)', '16 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 inch) Touchscreen Display', '""Microsoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart ""', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:12:38
HP Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-hr0008TU Thin and Light Laptop,https://www.flipkart.com/hp-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-15-hr0008tu-thin-light-laptop/p/itm31c477eb87386?pid=COMHCUUXTZSEZFJA&lid=LSTCOMHCUUXTZSEZFJAOTLX32&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_15_346&otracker=search&fm=organic&iid=1865bd0c-65c3-4bff-815d-f4b237a15720.COMHCUUXTZSEZFJA.SEARCH&ppt=sp&ppn=sp&ssid=iive55xd3k0000001753105352535&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/x/k/15-hr0008tu-thin-and-light-laptop-hp-original-imahcxyspbg3s9t2.jpeg?q=70,,,"₹54,990","₹72,053",23% off,"['Intel Core i5 Processor (13th Gen)', '16 GB DDR4 RAM', 'Windows 11 Home Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', 'MS Office Home 2024 + MISC PC Game Pass DA 3M', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:12:38
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/128 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0413 ...,https://www.flipkart.com/asus-chromebook-intel-celeron-dual-core-n4500-4-gb-128-gb-emmc-storage-chrome-os-cx1500cka-nj0413/p/itmc1d20ec9ce589?pid=COMGSHM3XZGQ5MGT&lid=LSTCOMGSHM3XZGQ5MGTME70B6&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_15_347&otracker=search&fm=organic&iid=en_jEKNi-zwTylmH8MjMd_V8gDlt51jZIn3WUjpSUhWICoMmWoZ5XE0-SfqAfskVdNXkwBWtDy979jBbv7RAr_lCEhz9c-MSIoFe8xMxkfU6dM%3D&ppt=sp&ppn=sp&ssid=iive55xd3k0000001753105352535&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/n/3/cx1500cka-ej0275-chromebook-asus-original-imah2mw8nykenzdx.jpeg?q=70,3.8,"3,084 Ratings & 273 Reviews","₹16,990","₹32,990",48% off,"['Intel Celeron Dual Core Processor', '4 GB LPDDR4X RAM', 'Chrome Operating System', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:12:38
Lenovo Yoga Slim 7 Qualcomm Snapdragon X Plus - (32 GB/1 TB SSD/Windows 11 Home) Yoga Slim 7 14Q8X9 Th...,https://www.flipkart.com/lenovo-yoga-slim-7-qualcomm-snapdragon-x-plus-32-gb-1-tb-ssd-windows-11-home-14q8x9-thin-light-laptop/p/itm54e8de57bb730?pid=COMH9C7XFM6KJGJK&lid=LSTCOMH9C7XFM6KJGJKPVFXIG&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_15_348&otracker=search&fm=organic&iid=en_jEKNi-zwTylmH8MjMd_V8gDlt51jZIn3WUjpSUhWICp5kF_AgEShK95qOBGoNFbNQySfEeX1lX5pUmSntF2rdvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=iive55xd3k0000001753105352535&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/p/m/-original-imah3ytgpzvxyt7b.jpeg?q=70,,,"₹1,29,190","₹1,95,890",34% off,"['Qualcomm Snapdragon X Plus Processor', '32 GB LPDDR5X RAM', 'Windows 11 Home Operating System', '1 TB SSD', '36.83 cm (14.5 Inch) Touchscreen Display', 'Office Home 2024', '1 Year On-Site Warranty']",,Bank Offer,2025-07-21 19:12:39
HP 245 G9 Silver AMD Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 245 G9 Laptop,https://www.flipkart.com/hp-245-g9-silver-amd-ryzen-5-hexa-core-5625u-8-gb-512-gb-ssd-windows-11-home-laptop/p/itma488dac338fb5?pid=COMH39AT4QUGQPFT&lid=LSTCOMH39AT4QUGQPFTZKYJHP&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_15_349&otracker=search&fm=organic&iid=1865bd0c-65c3-4bff-815d-f4b237a15720.COMH39AT4QUGQPFT.SEARCH&ppt=sp&ppn=sp&ssid=iive55xd3k0000001753105352535&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/h/6/245-g9-laptop-hp-original-imah3avk8tpqgnzz.jpeg?q=70,3.6,37 Ratings & 9 Reviews,"₹34,990","₹44,990",22% off,"['AMD Ryzen 5 Hexa Core Processor', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '35.81 cm (14.1 inch) Display', 'Windows 11', '1 year onsite warranty']",,Bank Offer,2025-07-21 19:12:39
