Title,Product Link,Image URL,Rating,Ratings & Reviews,Price,Original Price,Discount,Key Features,Exchange Offer,Bank Offer,Timestamp
HP 15s AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 10 Home) 15s- EQ2042AU Thin and Light La...,https://www.flipkart.com/hp-15s-amd-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-10-home-15s-eq2042au-thin-light-laptop/p/itmafa17a199da31?pid=COMG56SQHHEUNGJP&lid=LSTCOMG56SQHHEUNGJPRDSTBJ&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_7_153&otracker=search&fm=organic&iid=c91a15e5-551f-4f20-972c-7d049fc87943.COMG56SQHHEUNGJP.SEARCH&ppt=sp&ppn=sp&ssid=8my5riieds0000001753105227921&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/n/9/-original-imagp8xzevzkrnhq.jpeg?q=70,4.3,306 Ratings & 46 Reviews,"₹31,990","₹44,990",28% off,"['AMD Ryzen 3 Quad Core Processor', '8 GB DDR4 RAM', '64 bit Windows 10 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', 'Microsoft Office 2019 & Office 365, HP Documentation, HP BIOS Recovery, HP Smart, HP Support Assistant', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:10:33
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0111TU Thin and Light Laptop,https://www.flipkart.com/hp-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-15-fd0111tu-thin-light-laptop/p/itm7d7024d1947e9?pid=COMH3J9YPK4BC6R5&lid=LSTCOMH3J9YPK4BC6R5OBYX93&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_7_154&otracker=search&fm=organic&iid=c91a15e5-551f-4f20-972c-7d049fc87943.COMH3J9YPK4BC6R5.SEARCH&ppt=sp&ppn=sp&ssid=8my5riieds0000001753105227921&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/a/h/-original-imahcd9hd2uugmqj.jpeg?q=70,4.2,423 Ratings & 18 Reviews,"₹49,300","₹70,502",30% off,"['Intel Core i5 Processor (12th Gen)', '16 GB DDR4 RAM', 'Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:10:33
HP Laptop Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5329TU Thin and Light...,https://www.flipkart.com/hp-laptop-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-15s-fq5329tu-thin-light/p/itm7d7024d1947e9?pid=COMGYZVFY8MFJ8QA&lid=LSTCOMGYZVFY8MFJ8QAYELOVZ&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_7_155&otracker=search&fm=organic&iid=c91a15e5-551f-4f20-972c-7d049fc87943.COMGYZVFY8MFJ8QA.SEARCH&ppt=sp&ppn=sp&ssid=8my5riieds0000001753105227921&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/a/h/-original-imahcd9hd2uugmqj.jpeg?q=70,4.2,423 Ratings & 18 Reviews,"₹49,850","₹65,387",23% off,"['Intel Core i5 Processor (12th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:10:34
HP 14R (2025) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 14R G9 Thin and Light L...,https://www.flipkart.com/hp-14r-2025-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-g9-thin-light-laptop/p/itm25399a861c117?pid=COMH9ZDYJCF8D6TZ&lid=LSTCOMH9ZDYJCF8D6TZS4RCUZ&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_7_156&otracker=search&fm=organic&iid=c91a15e5-551f-4f20-972c-7d049fc87943.COMH9ZDYJCF8D6TZ.SEARCH&ppt=sp&ppn=sp&ssid=8my5riieds0000001753105227921&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/0/8/14r-g9-thin-and-light-laptop-hp-original-imah9z5czv5dhug9.jpeg?q=70,4,3 Ratings & 0 Reviews,"₹33,490","₹76,990",56% off,"['Intel Core i3 Processor (13th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Home Operating System', '512 GB SSD', '35.56 cm (14 inch) Display', 'Microsoft Office 2021, Windows 11 Home', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:10:34
Lenovo Yoga Slim 7 Qualcomm Snapdragon X Plus - (32 GB/1 TB SSD/Windows 11 Home) Yoga Slim 7 14Q8X9 Th...,https://www.flipkart.com/lenovo-yoga-slim-7-qualcomm-snapdragon-x-plus-32-gb-1-tb-ssd-windows-11-home-14q8x9-thin-light-laptop/p/itm54e8de57bb730?pid=COMH9C7XFM6KJGJK&lid=LSTCOMH9C7XFM6KJGJKPVFXIG&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_7_157&otracker=search&fm=organic&iid=en_GyZ_aw7dsKflWtLX-8q30VcPEJtcOEDRrEO3H3Cmup3VQzdgeejLdZPuCaEcw-I8fRM67GxmcsCKhovS-V7jyfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=8my5riieds0000001753105227921&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/p/m/-original-imah3ytgpzvxyt7b.jpeg?q=70,,,"₹1,29,190","₹1,95,890",34% off,"['Qualcomm Snapdragon X Plus Processor', '32 GB LPDDR5X RAM', 'Windows 11 Home Operating System', '1 TB SSD', '36.83 cm (14.5 Inch) Touchscreen Display', 'Office Home 2024', '1 Year On-Site Warranty']",,Bank Offer,2025-07-21 19:10:34
Lenovo 100e Chromebook Gen 4 MediaTek MediaTek Kompanio 528 - (4 GB/64 GB EMMC Storage/Chrome OS) 82W0...,https://www.flipkart.com/lenovo-100e-chromebook-gen-4-mediatek-kompanio-528-4-gb-64-gb-emmc-storage-chrome-os-82w0001dha/p/itm37ef89935fcd5?pid=COMHA9FKZ7KSC3SZ&lid=LSTCOMHA9FKZ7KSC3SZ6YMQQQ&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_7_158&otracker=search&fm=organic&iid=en_GyZ_aw7dsKflWtLX-8q30VcPEJtcOEDRrEO3H3Cmup0rg-9-6Fe8YIbbtIQe1vFRg3hfFs1dODdYTdr4m5lH8mVkv0XZFiOX7bbXdlao_f8%3D&ppt=sp&ppn=sp&ssid=8my5riieds0000001753105227921&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/5/f/c/-original-imahd3zwben2yanx.jpeg?q=70,3.8,187 Ratings & 17 Reviews,"₹10,499","₹37,690",72% off,"['MediaTek MediaTek Kompanio 528 Processor', '4 GB LPDDR4X RAM', 'Chrome Operating System', '29.46 cm (11.6 Inch) Display', '1 Year Carry-in Warranty']","Upto 
₹9,400
 Off on Exchange",Bank Offer,2025-07-21 19:10:34
HP Laptop with Backlit Keyboard Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq2510...,https://www.flipkart.com/hp-laptop-backlit-keyboard-intel-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-15s-fq2510tu-thin-light/p/itm7d4577134e5bc?pid=COMGUM8UKJBX8YKM&lid=LSTCOMGUM8UKJBX8YKMEGW2UJ&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_7_159&otracker=search&fm=organic&iid=c91a15e5-551f-4f20-972c-7d049fc87943.COMGUM8UKJBX8YKM.SEARCH&ppt=sp&ppn=sp&ssid=8my5riieds0000001753105227921&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/x/r/15s-fq2510-thin-and-light-laptop-hp-original-imaguhyegg4qrmrc.jpeg?q=70,4.3,93 Ratings & 4 Reviews,"₹52,900","₹61,948",14% off,"['Intel Core i5 Processor (11th Gen)', '16 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:10:35
HP 15R (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15R G9 Thin and Light ...,https://www.flipkart.com/hp-15r-2025-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-home-g9-thin-light-laptop/p/itma5157bf50de37?pid=COMHDHJRRRHNDVNJ&lid=LSTCOMHDHJRRRHNDVNJTV8UJH&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_7_160&otracker=search&fm=organic&iid=c91a15e5-551f-4f20-972c-7d049fc87943.COMHDHJRRRHNDVNJ.SEARCH&ppt=sp&ppn=sp&ssid=8my5riieds0000001753105227921&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/9/g/15r-g9-thin-and-light-laptop-hp-original-imahdbyhrexhz3er.jpeg?q=70,,,"₹36,990","₹79,990",53% off,"['Intel Core i3 Processor (13th Gen)', '16 GB DDR4 RAM', '64 bit Windows 11 Home Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', 'Microsoft Office Pro Plus 2021, Windows 11 Home', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:10:35
Lenovo Chromebook MediaTek Kompanio 520 - (4 GB/128 GB EMMC Storage/Chrome OS) 14M868 Chromebook,https://www.flipkart.com/lenovo-chromebook-mediatek-kompanio-520-4-gb-128-gb-emmc-storage-chrome-os-14m868/p/itm4dc67999fe3de?pid=COMGSYYSHRSUEGMG&lid=LSTCOMGSYYSHRSUEGMGL82DZU&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_7_161&otracker=search&fm=organic&iid=en_GyZ_aw7dsKflWtLX-8q30VcPEJtcOEDRrEO3H3Cmup2FhDDH2q2VpiAnlu0s__ewOdYS8Dyvo8CnDyBCsG3EbPcUmN_6PwCReg_VTM4VLxo%3D&ppt=sp&ppn=sp&ssid=8my5riieds0000001753105227921&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/6/g/-original-imagy3tzbj3xgvu4.jpeg?q=70,3.8,"2,202 Ratings & 197 Reviews","₹13,990","₹28,690",51% off,"['MediaTek Kompanio 520 Processor', '4 GB LPDDR4X RAM', 'Chrome Operating System', '35.56 cm (14 Inch) Display', '1 Year Carry-in Warranty']","Upto 
₹11,500
 Off on Exchange",Bank Offer,2025-07-21 19:10:35
HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Pro/8 GB Graphics/NVIDIA GeForce RT...,https://www.flipkart.com/hp-omen-intel-core-i7-13th-gen-13620h-16-gb-1-tb-ssd-windows-11-pro-8-gb-graphics-nvidia-geforce-rtx-4060-16-wd0012tx-gaming-laptop/p/itm35c562c636aa6?pid=COMHY8KVQJD9BMK8&lid=LSTCOMHY8KVQJD9BMK84HENGW&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_7_162&otracker=search&fm=organic&iid=c91a15e5-551f-4f20-972c-7d049fc87943.COMHY8KVQJD9BMK8.SEARCH&ppt=sp&ppn=sp&ssid=8my5riieds0000001753105227921&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/i/b/-original-imahcd9jffhpxd2j.jpeg?q=70,4.1,11 Ratings & 1 Reviews,"₹1,16,990","₹1,46,134",19% off,"['Intel Core i7 Processor (13th Gen)', '16 GB DDR5 RAM', 'Windows 11 Operating System', '1 TB SSD', '40.89 cm (16.1 inch) Display', '1 Year Onsite Warranty']","Upto 
₹25,000
 Off on Exchange",Bank Offer,2025-07-21 19:10:36
HP AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15s-EQ2084AU Laptop,https://www.flipkart.com/hp-amd-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-11-home-15s-eq2084au-laptop/p/itm7d4577134e5bc?pid=COMGUU3XWYUFTARZ&lid=LSTCOMGUU3XWYUFTARZ8QCY11&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_7_163&otracker=search&fm=organic&iid=c91a15e5-551f-4f20-972c-7d049fc87943.COMGUU3XWYUFTARZ.SEARCH&ppt=sp&ppn=sp&ssid=8my5riieds0000001753105227921&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/9/q/r/15s-eq2084au-laptop-hp-original-imahyq4nf4e95jka.jpeg?q=70,4.1,38 Ratings & 3 Reviews,"₹49,999","₹65,990",24% off,"['AMD Ryzen 7 Octa Core Processor', '16 GB DDR4 RAM', 'Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', '1 Year warranty']",,Bank Offer,2025-07-21 19:10:36
HP Intel Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 10 Home) 14s- DY2501TU Thin and Ligh...,https://www.flipkart.com/hp-intel-core-i3-11th-gen-1115g4-8-gb-256-gb-ssd-windows-10-home-14s-dy2501tu-thin-light-laptop/p/itmce5a821881f83?pid=COMG2TFSNK3KRFPA&lid=LSTCOMG2TFSNK3KRFPAUVKGJ6&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_7_164&otracker=search&fm=organic&iid=c91a15e5-551f-4f20-972c-7d049fc87943.COMG2TFSNK3KRFPA.SEARCH&ppt=sp&ppn=sp&ssid=8my5riieds0000001753105227921&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/w/w/-original-imagp7pfyd8rbp6z.jpeg?q=70,4.4,"5,535 Ratings & 579 Reviews","₹37,990","₹45,999",17% off,"['Intel Core i3 Processor (11th Gen)', '8 GB DDR4 RAM', '64 bit Windows 10 Operating System', '256 GB SSD', '35.56 cm (14 inch) Display', 'HP Documentation, HP SSRM, HP Smart, Microsoft Office 2019, McAfeeLiveSafe 30 day trial, HP Support Assistant', '1 Year Onsite Warranty']",,,2025-07-21 19:10:36
HP 14s AMD Ryzen 5 Quad Core 3450U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fr0012AU Thin and Light Lap...,https://www.flipkart.com/hp-14s-amd-ryzen-5-quad-core-3450u-8-gb-512-gb-ssd-windows-10-home-14s-fr0012au-thin-light-laptop/p/itm9760b8956b2bd?pid=COMFXB5FDKMGEAYR&lid=LSTCOMFXB5FDKMGEAYR2EGWTH&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_7_165&otracker=search&fm=organic&iid=c91a15e5-551f-4f20-972c-7d049fc87943.COMFXB5FDKMGEAYR.SEARCH&ppt=sp&ppn=sp&ssid=8my5riieds0000001753105227921&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/khavrm80/computer/a/y/r/hp-original-imafxckqff7czgq7.jpeg?q=70,4.5,171 Ratings & 27 Reviews,"₹45,990","₹51,990",11% off,"['AMD Ryzen 5 Quad Core Processor', '8 GB DDR4 RAM', '64 bit Windows 10 Operating System', '512 GB SSD', '35.56 cm (14 inch) Display', 'Microsoft Office Home and Student 2019, HP Documentation, HP SSRM, HP Smart, HP Support Assistant', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:10:36
HP FQ Series Intel Core i3 12th Gen 1215U - (8 GB/1 TB SSD/Windows 11 Home) 15s-FQ5328TU Thin and Ligh...,https://www.flipkart.com/hp-fq-series-intel-core-i3-12th-gen-1215u-8-gb-1-tb-ssd-windows-11-home-15s-fq5328tu-thin-light-laptop/p/itme9a2532043dc2?pid=COMH2FYRJ4ZHDAC3&lid=LSTCOMH2FYRJ4ZHDAC3W9P3GL&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_7_166&otracker=search&fm=organic&iid=c91a15e5-551f-4f20-972c-7d049fc87943.COMH2FYRJ4ZHDAC3.SEARCH&ppt=sp&ppn=sp&ssid=8my5riieds0000001753105227921&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/l/l/q/15s-fq5328tu-laptop-hp-original-imah27v6zbus7y8n.jpeg?q=70,3.9,169 Ratings & 10 Reviews,"₹41,990","₹51,990",19% off,"['Intel Core i3 Processor (12th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '1 TB SSD', '39.62 cm (15.6 Inch) Display', ""Microsoft Office Home & Student '2021"", '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:10:37
HP G8 Series Intel Core i5 11th Gen Intel® Core™ i5-1135G - (8 GB/512 GB SSD/Windows 11 Home) 240 G8 B...,https://www.flipkart.com/hp-g8-series-intel-core-i5-11th-gen-intel-core-i5-1135g-8-gb-512-gb-ssd-windows-11-home-240-business-laptop/p/itmf1ca83d7a968d?pid=COMGMU7XEJNDNFNV&lid=LSTCOMGMU7XEJNDNFNVFYFUBW&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_7_167&otracker=search&fm=organic&iid=c91a15e5-551f-4f20-972c-7d049fc87943.COMGMU7XEJNDNFNV.SEARCH&ppt=sp&ppn=sp&ssid=8my5riieds0000001753105227921&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/b/y/hp-240-g8-notebook-business-laptop-hp-original-imagmu7xv5drcjqt.jpeg?q=70,3.9,124 Ratings & 5 Reviews,"₹48,990","₹64,999",24% off,"['Intel Core i5 Processor (11th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 inch) Display', 'NA', '1 Year Onsite Domestic Warranty']",,Bank Offer,2025-07-21 19:10:37
HP G10 AMD Ryzen 5 Hexa Core 7th Gen 7530U Turbo Boost - (8 GB/512 GB SSD/Windows 11 Pro) 245 G10 R5 B...,https://www.flipkart.com/hp-g10-amd-ryzen-5-hexa-core-7th-gen-7530u-turbo-boost-8-gb-512-gb-ssd-windows-11-pro-245-r5-business-laptop/p/itmb5cef80feed7b?pid=COMHAWXBKFNCD683&lid=LSTCOMHAWXBKFNCD683MDZ0AL&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_7_168&otracker=search&fm=organic&iid=c91a15e5-551f-4f20-972c-7d049fc87943.COMHAWXBKFNCD683.SEARCH&ppt=sp&ppn=sp&ssid=8my5riieds0000001753105227921&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/s/n/g/245-g10-business-laptop-hp-original-imahateeqkjn2bww.jpeg?q=70,3,11 Ratings & 0 Reviews,"₹31,990","₹47,990",33% off,"['AMD Ryzen 5 Hexa Core Processor (7th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 inch) Display', 'MS OFFICE', '1 year Onsite Warrenty']",,Bank Offer,2025-07-21 19:10:37
HP Pavilion Aero AMD Ryzen 5 Hexa Core 7535U - (16 GB/512 GB SSD/Windows 11 Home) 13-BE2056AU Thin and...,https://www.flipkart.com/hp-pavilion-aero-amd-ryzen-5-hexa-core-7535u-16-gb-512-gb-ssd-windows-11-home-13-be2056au-thin-light-laptop/p/itm1d02741b7e06e?pid=COMGNGEBJTGS365F&lid=LSTCOMGNGEBJTGS365FEC9PYJ&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_8_169&otracker=search&fm=organic&iid=e5bbd911-225a-4ec0-8a86-3aa39a1d4495.COMGNGEBJTGS365F.SEARCH&ppt=sp&ppn=sp&ssid=zo44pbrv680000001753105239240&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/d/f/-original-imahcd9jpzsqv2qu.jpeg?q=70,4.2,312 Ratings & 35 Reviews,"₹69,999","₹80,314",12% off,"['AMD Ryzen 5 Hexa Core Processor', '16 GB LPDDR5 RAM', 'Windows 11 Operating System', '512 GB SSD', '33.78 cm (13.3 Inch) Display', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:10:43
HP 15s Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 15s-fr2511TU Thin and Light L...,https://www.flipkart.com/hp-15s-intel-core-i3-11th-gen-1115g4-8-gb-512-gb-ssd-windows-11-home-15s-fr2511tu-thin-light-laptop/p/itm129db83c32a71?pid=COMGG3S9ZPRYMXS5&lid=LSTCOMGG3S9ZPRYMXS5DCXFJR&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_8_170&otracker=search&fm=organic&iid=e5bbd911-225a-4ec0-8a86-3aa39a1d4495.COMGG3S9ZPRYMXS5.SEARCH&ppt=sp&ppn=sp&ssid=zo44pbrv680000001753105239240&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/y/v/-original-imagphhhpk9f25ed.jpeg?q=70,4.3,"12,927 Ratings & 964 Reviews","₹36,090","₹51,999",30% off,"['Intel Core i3 Processor (11th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', 'Microsoft Office 2021 Home & Student, HP Documentation, HP BIOS recovery, HP Smart', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:10:44
Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 - (4 GB/32 GB EMMC Storage/Chrome OS) 82W00004HA Ch...,https://www.flipkart.com/lenovo-100e-chromebook-gen-4-mediatek-kompanio-520-4-gb-32-gb-emmc-storage-chrome-os-82w00004ha/p/itm1ae5f82096ad9?pid=COMHA9FK8YXVUUWA&lid=LSTCOMHA9FK8YXVUUWAR749MF&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_8_171&otracker=search&fm=organic&iid=en_fik2WkrC8eYOnPKQyno7GOZysnsyANOVf3XmA5jG0RrrgKcyY_GknuuVX96KGXXS7NGitmIv19gMwKdvIp7F104IsYyWu-Pj9cxFjFAoaLk%3D&ppt=sp&ppn=sp&ssid=zo44pbrv680000001753105239240&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/5/f/c/-original-imahd3zwben2yanx.jpeg?q=70,3.9,346 Ratings & 33 Reviews,"₹9,499","₹16,298",41% off,"['MediaTek Kompanio 520 Processor', '4 GB LPDDR4X RAM', 'Chrome Operating System', '29.46 cm (11.6 Inch) Display', '1 Year Carry-in Warranty']","Upto 
₹8,700
 Off on Exchange",Bank Offer,2025-07-21 19:10:44
HP Chromebook Intel Celeron Dual Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0506TU Chromeb...,https://www.flipkart.com/hp-chromebook-intel-celeron-dual-core-n4120-4-gb-64-gb-emmc-storage-chrome-os-14a-ca0506tu/p/itmb2e03ff1f9366?pid=COMGBHKFAYHEMVAT&lid=LSTCOMGBHKFAYHEMVATTMWBVX&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_8_172&otracker=search&fm=organic&iid=en_fik2WkrC8eYOnPKQyno7GOZysnsyANOVf3XmA5jG0Rrsla_MJ4ijixBR-x_oVrDmDCjsPj5zGuR77J0ugOtXAYQEIsITtCzc4bHaOMTqL08%3D&ppt=sp&ppn=sp&ssid=zo44pbrv680000001753105239240&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/c/f/-original-imah4sspuxggtusq.jpeg?q=70,3.9,"1,931 Ratings & 158 Reviews","₹17,990","₹32,295",44% off,"['Intel Celeron Dual Core Processor', '4 GB LPDDR4 RAM', '64 bit Chrome Operating System', '35.56 cm (14 Inch) Touchscreen Display', '1 Year Onsite Warranty']","Upto 
₹17,000
 Off on Exchange",Bank Offer,2025-07-21 19:10:44
HP Victus 15 AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,https://www.flipkart.com/hp-victus-15-amd-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-15-fb0121ax-gaming-laptop/p/itmd48bb31d447ee?pid=COMGZNSBHNFH7HH5&lid=LSTCOMGZNSBHNFH7HH5GMZACV&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_8_173&otracker=search&fm=organic&iid=e5bbd911-225a-4ec0-8a86-3aa39a1d4495.COMGZNSBHNFH7HH5.SEARCH&ppt=sp&ppn=sp&ssid=zo44pbrv680000001753105239240&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/k/l/15-fb0121ax-gaming-laptop-hp-original-imah36vb4xjum6hg.jpeg?q=70,4.3,157 Ratings & 14 Reviews,"₹53,650","₹61,726",13% off,"['AMD Ryzen 5 Hexa Core Processor', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:10:44
HP Envy x360 Creator OLED Eyesafe Evo Intel Core i5 12th Gen 1230U - (16 GB/512 GB SSD/Windows 11 Home...,https://www.flipkart.com/hp-envy-x360-creator-oled-eyesafe-evo-intel-core-i5-12th-gen-1230u-16-gb-512-gb-ssd-windows-11-home-13-bf0058tu-thin-light-laptop/p/itm0dfdd67c88d98?pid=COMGH2WT8TVQ5H6T&lid=LSTCOMGH2WT8TVQ5H6TZBQW8W&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_8_174&otracker=search&fm=organic&iid=e5bbd911-225a-4ec0-8a86-3aa39a1d4495.COMGH2WT8TVQ5H6T.SEARCH&ppt=sp&ppn=sp&ssid=zo44pbrv680000001753105239240&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/g/i/z/-original-imagwy8deh7zfzq6.jpeg?q=70,4.3,130 Ratings & 18 Reviews,"₹89,999","₹1,11,000",18% off,"['Intel Core i5 Processor (12th Gen)', '16 GB LPDDR4X RAM', 'Windows 11 Operating System', '512 GB SSD', '33.78 cm (13.3 Inch) Touchscreen Display', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:10:45
HP 15s Intel Core i5 12th Gen 1240P - (8 GB/512 GB SSD/Windows 11 Home) 15s- fq5010TU Thin and Light L...,https://www.flipkart.com/hp-15s-intel-core-i5-12th-gen-1240p-8-gb-512-gb-ssd-windows-11-home-15s-fq5010tu-thin-light-laptop/p/itm6664edbe195a9?pid=COMGEG3ZCAGPJDYG&lid=LSTCOMGEG3ZCAGPJDYGTRBFCY&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_8_175&otracker=search&fm=organic&iid=e5bbd911-225a-4ec0-8a86-3aa39a1d4495.COMGEG3ZCAGPJDYG.SEARCH&ppt=sp&ppn=sp&ssid=zo44pbrv680000001753105239240&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/z/w/-original-imahcd99bhmen9sa.jpeg?q=70,4.1,234 Ratings & 22 Reviews,"₹51,000","₹71,000",28% off,"['Intel Core i5 Processor (12th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', 'HP Documentation, HP SSRM, HP Smart, Microsoft Office Home & Student 2021', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:10:45
